Inspection_ID,License,DBA_Name,AKA_Name,Facility_Type,Risk,Address,City,State,Zip,Latitude,Longitude,Inspection_Date,Inspection_Type,Results,criticalFound,pass_flag,fail_flag,tsne_x,tsne_y,is_test,area_num,community_name
2607178,2378811.0,CAFE MUSTACHE,CAFE MUSTACHE,Restaurant,Risk 1 (High),2313-2315 N MILWAUKEE AVE ,CHICAGO,IL,60647.0,41.9233558937073,-87.6978501702688,2024-11-08,Canvass,Pass,0.0,1.0,0.0,-34.786316,24.859587,True,22.0,LOGAN SQUARE
2607182,2641413.0,CHICAGO PRESCHOOL ACADEMY,CHICAGO PRESCHOOL ACADEMY,Daycare Above and Under 2 Years,Risk 1 (High),532-536 E 87TH ST,CHICAGO,IL,60619.0,41.7366698665033,-87.6107479846245,2024-11-08,Canvass,Fail,1.0,0.0,1.0,-12.995303,60.869686,True,44.0,CHATHAM
2607167,2818275.0,United Airlines Club,United Airlines Club (T-1 B18),Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666.0,42.008750765998,-87.9068741340011,2024-11-08,Canvass,Pass w/ Conditions,0.0,0.0,0.0,70.975655,-5.888144,True,76.0,OHARE
2607173,2443214.0,DIANA'S DAYCARE CENTER,DIANA'S DAYCARE CENTER,Daycare Above and Under 2 Years,Risk 1 (High),5961 N CLARK ST ,CHICAGO,IL,60660.0,41.9902443010331,-87.669857498532,2024-11-08,License,Pass,0.0,1.0,0.0,-75.620705,-2.948482,True,77.0,EDGEWATER
2607163,25338.0,PATEL BROS,PATEL BROS,Grocery Store,Risk 1 (High),2610 W DEVON AVE ,CHICAGO,IL,60659.0,41.9977473006482,-87.6952511580755,2024-11-08,Canvass,Pass,0.0,1.0,0.0,13.259924,2.0789852,True,2.0,WEST RIDGE
2607164,1874909.0,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN DONUTS/BASKIN ROBBINS,Restaurant,Risk 2 (Medium),3347 W NORTH AVE ,CHICAGO,IL,60647.0,41.9099506549301,-87.7112446937326,2024-11-08,Canvass,Pass,0.0,1.0,0.0,-5.085252,-46.557323,True,23.0,HUMBOLDT PARK
2607162,2791499.0,EARLY START DAYCARE CENTER,EARLY START DAYCARE CENTER,Children's Services Facility,Risk 1 (High),342 S LARAMIE AVE ,CHICAGO,IL,60644.0,41.8754332898981,-87.7550268884135,2024-11-08,Canvass Re-Inspection,Fail,1.0,0.0,1.0,-18.804531,17.402853,True,25.0,AUSTIN
2607160,2997490.0,Docks Fish and Chicken,DOCK'S,Restaurant,Risk 1 (High),1651 W ROOSEVELT RD ,CHICAGO,IL,60608.0,41.8667493828271,-87.6684640528505,2024-11-08,License Re-Inspection,Pass,0.0,1.0,0.0,45.127888,-22.99178,True,28.0,NEAR WEST SIDE
2607169,2997319.0,"ELI CLI FOOD MART, INC.","ELI CLI FOOD MART,INC.",Grocery Store,Risk 3 (Low),741 W 79TH ST,CHICAGO,IL,60620.0,41.7505453806251,-87.6432188374481,2024-11-08,License,Fail,1.0,0.0,1.0,-2.7047234,26.684431,True,71.0,AUBURN GRESHAM
2607161,2791641.0,SAUCE AND BREAD KITCHEN,SAUCE AND BREAD KITCHEN,Restaurant,Risk 1 (High),6338-6340 N CLARK ST ,CHICAGO,IL,60660.0,41.9974413303714,-87.6705687048993,2024-11-08,Canvass Re-Inspection,Pass,0.0,1.0,0.0,38.588554,-38.162144,True,77.0,EDGEWATER
2607153,1905245.0,FEYROUS PASTRIES,FEYROUS PASTRIES,Grocery Store,Risk 1 (High),4508-4510 N KEDZIE AVE,CHICAGO,IL,60625.0,41.9633191594931,-87.7084599275707,2024-11-08,Canvass,Fail,1.0,0.0,1.0,-13.669457,50.609776,True,14.0,ALBANY PARK
2607157,2215544.0,CHILDREN'S CENTER INC,CHILDREN'S CENTER INC,Daycare Above and Under 2 Years,Risk 1 (High),12801-12803 S HALSTED ST,CHICAGO,IL,60628.0,41.6613260162819,-87.641210305587,2024-11-08,Canvass,Fail,1.0,0.0,1.0,-21.035032,45.964054,True,53.0,WEST PULLMAN
2607156,2997404.0,FULLERTON INTERNATIONAL FOOD,FULLERTON INTERNATIONAL FOOD,Grocery Store,Risk 2 (Medium),4404 W FULLERTON AVE ,CHICAGO,IL,60639.0,41.924472635554,-87.7367895049934,2024-11-08,License,Pass,0.0,1.0,0.0,22.918295,-29.292389,True,20.0,HERMOSA
2607158,2997549.0,CHEZ ADELE,CHEZ ADELE,Restaurant,Risk 1 (High),3311 W BRYN MAWR AVE ,CHICAGO,IL,60659.0,41.9829228341786,-87.7117820106472,2024-11-08,License,Pass w/ Conditions,0.0,0.0,0.0,34.468857,-5.277064,True,13.0,NORTH PARK
2607154,1843207.0,STARBUCKS COFFEE #13710,STARBUCKS,Restaurant,Risk 2 (Medium),30 W ERIE ST ,CHICAGO,IL,60654.0,41.8941654142628,-87.6293890277779,2024-11-08,Canvass Re-Inspection,Fail,1.0,0.0,1.0,-15.91092,50.64607,True,8.0,NEAR NORTH SIDE
2607151,2215828.0,LITTLE LEADERS OF TOMORROW,LITTLE LEADERS OF TOMORROW,Daycare (Under 2 Years),Risk 1 (High),5153 W LAKE ST ,CHICAGO,IL,60644.0,41.8870680523732,-87.7550057714756,2024-11-08,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-69.51115,2.7840016,True,25.0,AUSTIN
2607152,2609395.0,AMAZON GO,AMAZON GO,Grocery Store,Risk 2 (Medium),113 S FRANKLIN ST ,CHICAGO,IL,60606.0,41.8803054368115,-87.6351228719314,2024-11-08,Canvass,Pass w/ Conditions,0.0,0.0,0.0,68.536514,-19.022055,True,32.0,LOOP
2607150,1675893.0,ASOCIACION SOCIAL DEL AZUAY,ASOCIACION SOCIAL DEL AZUAY,BANQUET HALL,Risk 1 (High),3747-3751 W MONTROSE AVE,CHICAGO,IL,60618.0,41.9609066095901,-87.7223922767236,2024-11-08,Canvass,Fail,1.0,0.0,1.0,47.812687,-24.638233,True,16.0,IRVING PARK
2607149,34169.0,CHILI'S T-I,CHILI'S (T1-B14),Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666.0,42.008750765998,-87.9068741340011,2024-11-08,Canvass,Pass w/ Conditions,0.0,0.0,0.0,-13.23147,5.2132473,True,76.0,OHARE
2607159,2966309.0,TAQUERIA MI PUEBLO III INC.,TAQUERIA MI PUEBLO III INC.,Restaurant,Risk 1 (High),2459 W 51ST ST ,CHICAGO,IL,60632.0,41.8010054375288,-87.6866161201395,2024-11-08,License Re-Inspection,Fail,1.0,0.0,1.0,-60.501827,25.184807,True,63.0,GAGE PARK
2607148,2856973.0,FIVE ON FIVE KIOSK,FIVE ONE FIVE,Restaurant,Risk 2 (Medium),515 N STATE ST ,CHICAGO,IL,60654.0,41.8914181011885,-87.627914756079,2024-11-08,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-16.08039,23.207476,True,8.0,NEAR NORTH SIDE
2607147,2762212.0,EATHAI,EATHAI,Restaurant,Risk 1 (High),2901 N KEDZIE AVE ,CHICAGO,IL,60618.0,41.9339694656031,-87.7073314189972,2024-11-08,Canvass,Fail,1.0,0.0,1.0,-6.1175866,70.69083,True,21.0,AVONDALE
2606149,1887757.0,THE WILLOWS HOTEL,THE WILLOWS HOTEL,Restaurant,Risk 3 (Low),555 W SURF ST,CHICAGO,IL,60657.0,41.9341550732095,-87.6435615899184,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-50.23222,-18.102472,True,6.0,LAKE VIEW
2606146,2232511.0,FALCON FUEL & MINI MART,FALCON FUEL,Grocery Store,Risk 2 (Medium),7600-7606 S HALSTED ST,CHICAGO,IL,60620.0,41.7559957904814,-87.6443282388639,2024-11-07,Canvass,Fail,1.0,0.0,1.0,-9.322376,50.2873,True,71.0,AUBURN GRESHAM
2606143,2989079.0,THE STALEY,THE STALEY,Restaurant,Risk 1 (High),1736 S MICHIGAN AVE,CHICAGO,IL,60616.0,41.8579908204139,-87.6240828757749,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-28.236738,4.019736,True,33.0,NEAR SOUTH SIDE
2606139,37212.0,GALLERIA MARCHETTI,GALLERIA MARCHETTI,Restaurant,Risk 1 (High),825 W ERIE ST ,CHICAGO,IL,60642.0,41.8932492344888,-87.6487920570305,2024-11-07,Canvass,Fail,1.0,0.0,1.0,8.053493,19.471111,True,24.0,WEST TOWN
2606138,1717608.0,RIOS DE SUDAMERICA,RIOS DE SUDAMERICA,Restaurant,Risk 1 (High),2010-2012 W ARMITAGE AVE ,CHICAGO,IL,60647.0,41.9178572831557,-87.678120345204,2024-11-07,Canvass,Fail,1.0,0.0,1.0,14.142561,54.17204,True,22.0,LOGAN SQUARE
2606140,2327177.0,"TAQUERIA  MAZAMITLA, INC.","TAQUERIA  MAZAMITLA, INC.",Restaurant,Risk 1 (High),3610 W BELMONT AVE ,CHICAGO,IL,60618.0,41.9393186713503,-87.7179118447427,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,-41.6446,-4.9780593,True,21.0,AVONDALE
2606135,2961270.0,OBBIES PIZZA,OBBIES PIZZA,Restaurant,Risk 1 (High),6654 W ARCHER AVE ,CHICAGO,IL,60638.0,41.7923171025833,-87.7889062198999,2024-11-07,Complaint,Pass,0.0,1.0,0.0,-35.949043,-34.283382,True,56.0,GARFIELD RIDGE
2606136,2653224.0,CARNICERIA GUANAJUATO,CARNICERIA GUANAJUATO,Grocery Store,Risk 1 (High),5250-5258 W FULLERTON AVE,CHICAGO,IL,60639.0,41.9241891458316,-87.7582297412262,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-0.27875715,-22.601719,True,19.0,BELMONT CRAGIN
2606137,2841390.0,"BABAS FISH & CHICKEN, INC","BABAS FISH & CHICKEN, INC",Restaurant,Risk 1 (High),1000 W 63RD ST,CHICAGO,IL,60621.0,41.7797840728792,-87.6497029532903,2024-11-07,Complaint,Pass,0.0,1.0,0.0,11.33754,-30.54445,True,68.0,ENGLEWOOD
2606134,2997408.0,JORDYN'S JERK PALACE INC,JORDYN'S JERK PALACE INC,Restaurant,Risk 1 (High),10318 S HALSTED ST,CHICAGO,IL,60628.0,41.7063146378921,-87.6429617676665,2024-11-07,License,Fail,1.0,0.0,1.0,-7.240276,60.61737,True,73.0,WASHINGTON HEIGHTS
2606133,2405981.0,COLD STONE CREAMERY #23263,COLD STONE CREAMRY #23263,Restaurant,Risk 2 (Medium),20 W OHIO ST,CHICAGO,IL,60654.0,41.8925677397951,-87.6289287256454,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,69.53969,4.0497804,True,8.0,NEAR NORTH SIDE
2606132,2698916.0,RAIZ KITCHEN SUSHI BAR,RAIZ KITCHEN SUSHI BAR,Restaurant,Risk 1 (High),3276 W FULLERTON AVE ,CHICAGO,IL,60647.0,41.9247910532467,-87.7104204439094,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-64.133095,-25.037477,True,22.0,LOGAN SQUARE
2606128,2997490.0,Docks Fish and Chicken,DOCK'S,Restaurant,Risk 1 (High),1651 W ROOSEVELT RD,CHICAGO,IL,60608.0,41.8667493828271,-87.6684640528505,2024-11-07,License,Fail,1.0,0.0,1.0,45.165634,-22.854555,True,28.0,NEAR WEST SIDE
2606123,2303698.0,BARRACO'S PIZZA,BARRACO'S PIZZA,Restaurant,Risk 1 (High),3043-3047 W 111TH ST ,CHICAGO,IL,60655.0,41.6914953241481,-87.6977804013201,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-22.91396,-53.770947,True,74.0,MOUNT GREENWOOD
2606121,2845559.0,LA SUSHERIA COCINA FUSION,LA SUSHERIA COCINA FUSION,Restaurant,Risk 1 (High),4070 S ARCHER AVE ,CHICAGO,IL,60632.0,41.8196967621144,-87.695332113446,2024-11-07,Canvass Re-Inspection,No Entry,0.0,0.0,0.0,0.7417017,-52.590702,True,58.0,BRIGHTON PARK
2606120,2872867.0,Matcha Cita,Matcha Cita,Restaurant,Risk 2 (Medium),648 N CLARK ST ,CHICAGO,IL,60654.0,41.8939169921746,-87.631331159419,2024-11-07,Canvass,Fail,1.0,0.0,1.0,57.559666,7.2808595,True,8.0,NEAR NORTH SIDE
2606118,2876910.0,Buffalo Wild Wings GO #837,BUFFALO WILD WINGS GO,Restaurant,Risk 2 (Medium),2820 W ARMITAGE AVE STE 5,CHICAGO,IL,60647.0,41.9175910208073,-87.6980985270106,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-7.568038,-31.521349,True,22.0,LOGAN SQUARE
2606119,2912255.0,GO GROCER,GO GROCER,Grocery Store,Risk 2 (Medium),4800 S CHICAGO BEACH DR ,CHICAGO,IL,60615.0,41.8072543927285,-87.5866743553796,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-64.43123,20.794342,True,39.0,KENWOOD
2606117,2601736.0,DON PEDRO CARNITAS,DON PEDRO CARNITAS,Restaurant,Risk 1 (High),1113 W 18TH ST ,CHICAGO,IL,60608.0,41.8578818943063,-87.6538966409474,2024-11-07,Canvass,Fail,1.0,0.0,1.0,37.952484,36.254536,True,31.0,LOWER WEST SIDE
2606114,2108595.0,SEA SHELL RESTAURANT,STONY ISLAND DRIVE THRU,Restaurant,Risk 2 (Medium),1753 E 95TH ST,CHICAGO,IL,60617.0,41.7222932892618,-87.5804324684697,2024-11-07,Short Form Complaint,Pass,0.0,1.0,0.0,-25.33098,-9.864878,True,51.0,SOUTH DEERING
2606113,2890474.0,ARAMARK - BILLINGS KITCHEN,ARAMARK - BILLINGS KITCHEN,Restaurant,Risk 1 (High),5841 S MARYLAND AVE ,CHICAGO,IL,60637.0,41.7883112584108,-87.6047698358807,2024-11-07,Complaint,Fail,1.0,0.0,1.0,22.930557,50.8273,True,41.0,HYDE PARK
2606112,2992756.0,MISTER TIGER,MISTER TIGER,Restaurant,Risk 1 (High),1132-1138 W GRAND AVE ,CHICAGO,IL,60642.0,41.8912065707933,-87.6558721883478,2024-11-07,License,Fail,1.0,0.0,1.0,27.214935,4.837549,True,24.0,WEST TOWN
2606110,29181.0,McDade Classical,McDade Classical,School,Risk 1 (High),8801 S Indiana (200E) ,CHICAGO,IL,60619.0,41.7345138652664,-87.6191767742733,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-53.997528,0.16551492,True,44.0,CHATHAM
2606109,2632293.0,J J FISH & CHICKEN,J J FISH & CHICKEN,Restaurant,Risk 2 (Medium),7908 S HALSTED ST,CHICAGO,IL,60620.0,41.7503223874082,-87.6441824060583,2024-11-07,Canvass,Fail,1.0,0.0,1.0,21.58893,46.457123,True,71.0,AUBURN GRESHAM
2606107,2997356.0,DUNKIN,DUNKIN,Restaurant,Risk 2 (Medium),2121-2123 E 95TH ST,CHICAGO,IL,60617.0,41.7224009251715,-87.5720300688769,2024-11-07,License,Pass,0.0,1.0,0.0,-27.139921,76.6781,True,51.0,SOUTH DEERING
2606105,2510696.0,BLUE FROG THAI,BLUE FROG THAI,Restaurant,Risk 1 (High),2951 S ARCHER AVE ,CHICAGO,IL,60608.0,41.8407879827565,-87.6594645111102,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-31.82037,-30.682375,True,60.0,BRIDGEPORT
2606108,2997285.0,TAMAL GOURMET LLC,TAMAL GOURMET,Restaurant,Risk 1 (High),6659 W ARCHER AVE ,CHICAGO,IL,60638.0,41.7920943827705,-87.7890676085852,2024-11-07,License,Pass,0.0,1.0,0.0,52.06956,-26.347197,True,56.0,GARFIELD RIDGE
2606101,2215730.0,THE CHILDREN'S PLACE ASSN,THE CHILDREN'S PLACE ASSN,Daycare Above and Under 2 Years,Risk 1 (High),1800 N HUMBOLDT BLVD ,CHICAGO,IL,60647.0,41.9139252472458,-87.7021276450385,2024-11-07,License,Fail,1.0,0.0,1.0,-43.807896,4.8062162,True,22.0,LOGAN SQUARE
2606099,2026847.0,HAYMARKET BREWING COMPANY,HAYMARKET PUB & BREWERY,Restaurant,Risk 1 (High),737-741 W RANDOLPH ST ,CHICAGO,IL,60661.0,41.8842995167101,-87.6472133227619,2024-11-07,Canvass,Pass,0.0,1.0,0.0,15.844189,-49.14373,True,28.0,NEAR WEST SIDE
2606098,2146584.0,BATTER & BERRIES LLC,BATTER & BERRIES,Restaurant,Risk 1 (High),2748 N LINCOLN AVE,CHICAGO,IL,60614.0,41.9316632092757,-87.6576694901462,2024-11-07,Complaint,Fail,1.0,0.0,1.0,4.1990685,-53.63435,True,7.0,LINCOLN PARK
2606097,2476471.0,LUCY'S CAFE,LUCY'S CAFE,Restaurant,Risk 1 (High),2100 W ROSCOE ST,CHICAGO,IL,60618.0,41.9432962107406,-87.6809411152511,2024-11-07,Canvass,Fail,1.0,0.0,1.0,49.72084,-15.657642,True,5.0,NORTH CENTER
2606096,2252378.0,"LOS CORRALES TAQUERA, INC.",LOS CORRALES TAQUERIA,Restaurant,Risk 1 (High),2881 W CERMAK RD ,CHICAGO,IL,60623.0,41.8517445471287,-87.6988232209016,2024-11-07,Canvass,Pass,0.0,1.0,0.0,20.581633,-48.64456,True,30.0,SOUTH LAWNDALE
2606094,1515016.0,TARGET STORE # 1889,STARBUCKS,Restaurant,Risk 2 (Medium),1154 S CLARK ST ,CHICAGO,IL,60605.0,41.8675710154331,-87.6305864738614,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,70.054115,-14.176809,True,32.0,LOOP
2606091,1891826.0,STARBUCKS COFFEE #14256,STARBUCKS COFFEE #14256,Restaurant,Risk 2 (Medium),2101 W ARMITAGE AVE ,CHICAGO,IL,60647.0,41.9175936638332,-87.6802117933227,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,6.3305416,1.4965178,True,22.0,LOGAN SQUARE
2606089,2890473.0,ARAMARK - CAFE CENTRAL,ARAMARK - CAFE CENTRAL,Restaurant,Risk 1 (High),5758 S MARYLAND AVE ,CHICAGO,IL,60637.0,41.7896118451828,-87.6050847221248,2024-11-07,Complaint,Pass,0.0,1.0,0.0,-72.66461,-33.058918,True,41.0,HYDE PARK
2606092,2850784.0,SODEXO AT DISCOVER CHATHAM,SODEXO AT DISCOVER CHATHAM,Restaurant,Risk 2 (Medium),8560 S COTTAGE GROVE AVE ,CHICAGO,IL,60619.0,41.7385509287133,-87.605023605204,2024-11-07,Canvass,Pass,0.0,1.0,0.0,23.085835,-26.545534,True,44.0,CHATHAM
2606090,2850098.0,ERIE NEIGHBORHOOD HOUSE,ERIE NEIGHBORHOOD HOUSE,Children's Services Facility,Risk 1 (High),1634 W VAN BUREN ST ,CHICAGO,IL,60612.0,41.8764409866042,-87.6681584997695,2024-11-07,Canvass,Fail,1.0,0.0,1.0,72.496864,14.131282,True,28.0,NEAR WEST SIDE
2606079,2477302.0,FFC WEST LOOP,PT FITNESS LLC,Restaurant,Risk 2 (Medium),10 S CLINTON ST,CHICAGO,IL,60661.0,41.8815588149086,-87.641331228646,2024-11-07,Canvass,Pass,0.0,1.0,0.0,22.55881,13.490767,True,28.0,NEAR WEST SIDE
2606081,2204679.0,"BETHEL NEW LIFE, INC.","BETHEL NEW LIFE, INC.",Long Term Care,Risk 1 (High),4950 W THOMAS ST ,CHICAGO,IL,60651.0,41.9005812122571,-87.7504056125097,2024-11-07,Canvass Re-Inspection,Fail,1.0,0.0,1.0,56.010036,-15.834019,True,25.0,AUSTIN
2606084,1768710.0,LANGLEY CITGO,LANGLEY CITGO,Grocery Store,Risk 3 (Low),11101 S LANGLEY AVE,CHICAGO,IL,60628.0,41.6927251901845,-87.6058462224609,2024-11-07,Complaint,Fail,1.0,0.0,1.0,0.79920214,50.503563,True,50.0,PULLMAN
2606088,2993528.0,EASY DOES IT,EASY DOES IT,Liquor,Risk 2 (Medium),2352-2358 N MILWAUKEE AVE ,CHICAGO,IL,60647.0,41.9238730951471,-87.6991628536012,2024-11-07,License,Fail,1.0,0.0,1.0,76.79663,-5.544765,True,22.0,LOGAN SQUARE
2606078,2523672.0,LOOMIS CITGO INC.,LOOMIS CITGO INC.,GAS STATION,Risk 2 (Medium),1356 W 87TH ST,CHICAGO,IL,60620.0,41.7359732880763,-87.6580683786135,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,20.834887,-30.309288,True,71.0,AUBURN GRESHAM
2606075,2803116.0,PHILZ COFFEE,PHILZ COFFEE,Restaurant,Risk 2 (Medium),27 W CHICAGO AVE ,CHICAGO,IL,60654.0,41.8965513702231,-87.6293596253261,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-62.440716,-12.681677,True,8.0,NEAR NORTH SIDE
2606073,2631146.0,L & M FINE FOODS,L & M FINE FOODS,Grocery Store,Risk 1 (High),4361-4365 N LINCOLN AVE,CHICAGO,IL,60618.0,41.9612703620835,-87.6835889979736,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,66.03093,-1.9091632,True,5.0,NORTH CENTER
2606072,2601569.0,XOCHIMILCO MEXICAN RESTAURANT,XOCHIMILCO MEXICAN RESTAURANT,Restaurant,Risk 1 (High),2030-2032 W MONTROSE AVE ,CHICAGO,IL,60618.0,41.9615502473356,-87.6802708260989,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-4.6628776,-34.512505,True,4.0,LINCOLN SQUARE
2606074,43518.0,EL MILAGRO,EL MILAGRO TAQUERIA,Restaurant,Risk 1 (High),1923 S BLUE ISLAND AVE ,CHICAGO,IL,60608.0,41.8553290916376,-87.6631479205402,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,38.8597,29.325228,True,31.0,LOWER WEST SIDE
2606069,2670432.0,STEAQUE,STEAQUE,Restaurant,Risk 1 (High),3310 N ELSTON AVE ,CHICAGO,IL,60618.0,41.9415050083718,-87.7016125606213,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-7.584846,-41.549915,True,21.0,AVONDALE
2606070,2708961.0,NICO'S BABY ACADEMY,NICO'S BABY ACADEMY,Daycare Above and Under 2 Years,Risk 1 (High),901 E 104TH ST ,CHICAGO,IL,60628.0,41.7055665941818,-87.6010740303265,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-62.5526,18.708834,True,50.0,PULLMAN
2606067,2906287.0,CHILLY.EEE PHILLY'S & BEEF'S,CHILLY.EEE PHILLY'S & BEEF'S,Restaurant,Risk 1 (High),427 N KEDZIE AVE ,CHICAGO,IL,60612.0,41.8890955921534,-87.706215030733,2024-11-06,Canvass,Fail,1.0,0.0,1.0,11.298853,51.053436,True,23.0,HUMBOLDT PARK
2606065,2713354.0,FOOD ON THE RUN,FOOD ON THE RUN,Restaurant,Risk 1 (High),8036-8040 S ASHLAND AVE ,CHICAGO,IL,60620.0,41.7474222540967,-87.663508278342,2024-11-06,Canvass Re-Inspection,No Entry,0.0,0.0,0.0,8.089223,50.52043,True,71.0,AUBURN GRESHAM
2606062,2997138.0,KARMA FOOD MART,KARMA FOOD MART,Grocery Store,Risk 3 (Low),343 E 79TH ST ,CHICAGO,IL,60619.0,41.750982043915,-87.6164554849679,2024-11-06,License,Pass,0.0,1.0,0.0,-24.03353,-42.36716,True,44.0,CHATHAM
2606061,2934768.0,BABA SHAWARMA INC.,BABA SCAWARMA,Restaurant,Risk 1 (High),6404 N CALIFORNIA AVE ,CHICAGO,IL,60645.0,41.9977637602161,-87.6997957219191,2024-11-06,Canvass,Fail,1.0,0.0,1.0,31.482166,9.151731,True,2.0,WEST RIDGE
2606055,2983080.0,CARIBBEAN JERK PLACE II,CARIBBEAN JERK PLACE II,Restaurant,Risk 1 (High),120 W 87TH ST ,CHICAGO,IL,60620.0,41.736380201841,-87.6276992347061,2024-11-06,Complaint,Fail,1.0,0.0,1.0,-8.193101,50.39674,True,44.0,CHATHAM
2606052,2813544.0,JERUSALEM GRILL,JERUSALEM GRILL,Restaurant,Risk 1 (High),3142 N NARRAGANSETT AVE ,CHICAGO,IL,60634.0,41.9378011706711,-87.7860663920854,2024-11-06,Canvass,Fail,1.0,0.0,1.0,67.53879,14.153864,True,19.0,BELMONT CRAGIN
2606053,1969955.0,CHICKEN WORKS AND SALAD CO.,CHICKEN WORKS AND SALAD CO.,Restaurant,Risk 1 (High),3658 W IRVING PARK RD ,CHICAGO,IL,60618.0,41.953858136734,-87.7199979868619,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,43.551243,-34.215187,True,16.0,IRVING PARK
2606047,2846196.0,CIRCLE K,CIRCLE K,Grocery Store,Risk 2 (Medium),601 N DEARBORN ST ,CHICAGO,IL,60654.0,41.8924913615036,-87.6295307322501,2024-11-06,Canvass Re-Inspection,Pass w/ Conditions,0.0,0.0,0.0,70.47082,-18.669249,True,8.0,NEAR NORTH SIDE
2606044,2872682.0,DABOBA,DABOBA,Restaurant,Risk 2 (Medium),2142 S ARCHER AVE ,CHICAGO,IL,60616.0,41.8536128967752,-87.6335379416768,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,10.94644,-4.6294346,True,34.0,ARMOUR SQUARE
2606041,2703817.0,TACOS CINCUENTA ARROBAS,TACOS CINCUENTA ARROBAS,Restaurant,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608.0,41.85045102427,-87.6587978556787,2024-11-06,License,Pass w/ Conditions,0.0,0.0,0.0,4.995289,50.357803,True,31.0,LOWER WEST SIDE
2606043,2657735.0,TACO BELL CANTINA,TACO BELL CANTINA,Restaurant,Risk 2 (Medium),407 S DEARBORN ST ,CHICAGO,IL,60605.0,41.876699511547,-87.6291106650195,2024-11-06,Canvass,Pass,0.0,1.0,0.0,-43.645317,40.70995,True,32.0,LOOP
2606039,1843207.0,STARBUCKS COFFEE #13710,STARBUCKS,Restaurant,Risk 2 (Medium),30 W ERIE ST,CHICAGO,IL,60654.0,41.8941654142628,-87.6293890277779,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-15.902544,50.613632,True,8.0,NEAR NORTH SIDE
2606040,2835481.0,UNCLE BEN'S GRILL,UNCLE BEN'S GRILL,Restaurant,Risk 1 (High),456 N DAMEN AVE ,CHICAGO,IL,60622.0,41.8903747750325,-87.6770426760373,2024-11-06,Complaint,Pass w/ Conditions,0.0,0.0,0.0,61.29108,-1.0829504,True,24.0,WEST TOWN
2606037,2807662.0,SEE THRU ASIAN CUISINE INC,SEE THRU ASIAN CUISINE INC,Restaurant,Risk 1 (High),5656 W ROOSEVELT RD ,CHICAGO,IL,60644.0,41.8656751423645,-87.7666258466776,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-74.720085,1.9416953,True,25.0,AUSTIN
2606033,2157141.0,PORT & PARK BISTRO AND BAR,PORT & PARK BISTRO AND BAR,Restaurant,Risk 1 (High),4000-4006 N SOUTHPORT AVE ,CHICAGO,IL,60613.0,41.9543996228455,-87.6643630945451,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-6.69412,-37.875042,True,6.0,LAKE VIEW
2606034,2802770.0,DUNKIN DONUTS,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),133 W 87TH ST ,CHICAGO,IL,60620.0,41.7361527524853,-87.6279695727369,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,19.41277,-26.440573,True,44.0,CHATHAM
2606030,2676997.0,LAWRENE FISH MARKET,LAWRENCE FISH MARKET,Restaurant,Risk 1 (High),3920 W LAWRENCE AVE,CHICAGO,IL,60625.0,41.9683663954494,-87.7265020683168,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-11.096914,44.123135,True,14.0,ALBANY PARK
