Inspection_ID,License,DBA_Name,AKA_Name,Facility_Type,Risk,Address,City,State,Zip,Latitude,Longitude,Inspection_Date,Inspection_Type,Results,criticalFound,pass_flag,fail_flag,tsne_x,tsne_y,is_test,area_num,community_name
2606134,2997408.0,JORDYN'S JERK PALACE INC,JORDYN'S JERK PALACE INC,Restaurant,Risk 1 (High),10318 S HALSTED ST,CHICAGO,IL,60628.0,41.7063146378921,-87.6429617676665,2024-11-07,License,Fail,1.0,0.0,1.0,-5.1441092,1.5357239,True,73.0,WASHINGTON HEIGHTS
2606133,2405981.0,COLD STONE CREAMERY #23263,COLD STONE CREAMRY #23263,Restaurant,Risk 2 (Medium),20 W OHIO ST,CHICAGO,IL,60654.0,41.8925677397951,-87.6289287256454,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,3.130526,-2.6268873,True,8.0,NEAR NORTH SIDE
2606132,2698916.0,RAIZ KITCHEN SUSHI BAR,RAIZ KITCHEN SUSHI BAR,Restaurant,Risk 1 (High),3276 W FULLERTON AVE ,CHICAGO,IL,60647.0,41.9247910532467,-87.7104204439094,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,0.5191253,10.94774,True,22.0,LOGAN SQUARE
2606128,2997490.0,Docks Fish and Chicken,DOCK'S,Restaurant,Risk 1 (High),1651 W ROOSEVELT RD,CHICAGO,IL,60608.0,41.8667493828271,-87.6684640528505,2024-11-07,License,Fail,1.0,0.0,1.0,2.4428053,2.7895558,True,28.0,NEAR WEST SIDE
2606123,2303698.0,BARRACO'S PIZZA,BARRACO'S PIZZA,Restaurant,Risk 1 (High),3043-3047 W 111TH ST ,CHICAGO,IL,60655.0,41.6914953241481,-87.6977804013201,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-1.7545,8.115257,True,74.0,MOUNT GREENWOOD
2606121,2845559.0,LA SUSHERIA COCINA FUSION,LA SUSHERIA COCINA FUSION,Restaurant,Risk 1 (High),4070 S ARCHER AVE ,CHICAGO,IL,60632.0,41.8196967621144,-87.695332113446,2024-11-07,Canvass Re-Inspection,No Entry,0.0,0.0,0.0,-2.2123685,6.0423646,True,58.0,BRIGHTON PARK
2606120,2872867.0,Matcha Cita,Matcha Cita,Restaurant,Risk 2 (Medium),648 N CLARK ST ,CHICAGO,IL,60654.0,41.8939169921746,-87.631331159419,2024-11-07,Canvass,Fail,1.0,0.0,1.0,2.6226683,-2.1764057,True,8.0,NEAR NORTH SIDE
2606118,2876910.0,Buffalo Wild Wings GO #837,BUFFALO WILD WINGS GO,Restaurant,Risk 2 (Medium),2820 W ARMITAGE AVE STE 5,CHICAGO,IL,60647.0,41.9175910208073,-87.6980985270106,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-1.5702926,5.2846184,True,22.0,LOGAN SQUARE
2606119,2912255.0,GO GROCER,GO GROCER,Grocery Store,Risk 2 (Medium),4800 S CHICAGO BEACH DR ,CHICAGO,IL,60615.0,41.8072543927285,-87.5866743553796,2024-11-07,Canvass,Pass,0.0,1.0,0.0,3.8185573,8.38133,True,39.0,KENWOOD
2606117,2601736.0,DON PEDRO CARNITAS,DON PEDRO CARNITAS,Restaurant,Risk 1 (High),1113 W 18TH ST ,CHICAGO,IL,60608.0,41.8578818943063,-87.6538966409474,2024-11-07,Canvass,Fail,1.0,0.0,1.0,-1.6498046,0.46412233,True,31.0,LOWER WEST SIDE
2606114,2108595.0,SEA SHELL RESTAURANT,STONY ISLAND DRIVE THRU,Restaurant,Risk 2 (Medium),1753 E 95TH ST,CHICAGO,IL,60617.0,41.7222932892618,-87.5804324684697,2024-11-07,Short Form Complaint,Pass,0.0,1.0,0.0,-0.6839802,5.4649568,True,51.0,SOUTH DEERING
2606113,2890474.0,ARAMARK - BILLINGS KITCHEN,ARAMARK - BILLINGS KITCHEN,Restaurant,Risk 1 (High),5841 S MARYLAND AVE ,CHICAGO,IL,60637.0,41.7883112584108,-87.6047698358807,2024-11-07,Complaint,Fail,1.0,0.0,1.0,-3.645821,1.1834419,True,41.0,HYDE PARK
2606112,2992756.0,MISTER TIGER,MISTER TIGER,Restaurant,Risk 1 (High),1132-1138 W GRAND AVE ,CHICAGO,IL,60642.0,41.8912065707933,-87.6558721883478,2024-11-07,License,Fail,1.0,0.0,1.0,0.7998882,2.0301135,True,24.0,WEST TOWN
2606110,29181.0,McDade Classical,McDade Classical,School,Risk 1 (High),8801 S Indiana (200E) ,CHICAGO,IL,60619.0,41.7345138652664,-87.6191767742733,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,1.6263828,7.890951,True,44.0,CHATHAM
2606109,2632293.0,J J FISH & CHICKEN,J J FISH & CHICKEN,Restaurant,Risk 2 (Medium),7908 S HALSTED ST,CHICAGO,IL,60620.0,41.7503223874082,-87.6441824060583,2024-11-07,Canvass,Fail,1.0,0.0,1.0,-2.806283,0.87934285,True,71.0,AUBURN GRESHAM
2606107,2997356.0,DUNKIN,DUNKIN,Restaurant,Risk 2 (Medium),2121-2123 E 95TH ST,CHICAGO,IL,60617.0,41.7224009251715,-87.5720300688769,2024-11-07,License,Pass,0.0,1.0,0.0,-7.1712666,1.3236631,True,51.0,SOUTH DEERING
2606105,2510696.0,BLUE FROG THAI,BLUE FROG THAI,Restaurant,Risk 1 (High),2951 S ARCHER AVE ,CHICAGO,IL,60608.0,41.8407879827565,-87.6594645111102,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-0.6086623,6.7789717,True,60.0,BRIDGEPORT
2606108,2997285.0,TAMAL GOURMET LLC,TAMAL GOURMET,Restaurant,Risk 1 (High),6659 W ARCHER AVE ,CHICAGO,IL,60638.0,41.7920943827705,-87.7890676085852,2024-11-07,License,Pass,0.0,1.0,0.0,3.4895532,3.5222814,True,56.0,GARFIELD RIDGE
2606101,2215730.0,THE CHILDREN'S PLACE ASSN,THE CHILDREN'S PLACE ASSN,Daycare Above and Under 2 Years,Risk 1 (High),1800 N HUMBOLDT BLVD ,CHICAGO,IL,60647.0,41.9139252472458,-87.7021276450385,2024-11-07,License,Fail,1.0,0.0,1.0,1.7384946,5.7137604,True,22.0,LOGAN SQUARE
2606099,2026847.0,HAYMARKET BREWING COMPANY,HAYMARKET PUB & BREWERY,Restaurant,Risk 1 (High),737-741 W RANDOLPH ST ,CHICAGO,IL,60661.0,41.8842995167101,-87.6472133227619,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-2.793073,4.354597,True,28.0,NEAR WEST SIDE
2606098,2146584.0,BATTER & BERRIES LLC,BATTER & BERRIES,Restaurant,Risk 1 (High),2748 N LINCOLN AVE,CHICAGO,IL,60614.0,41.9316632092757,-87.6576694901462,2024-11-07,Complaint,Fail,1.0,0.0,1.0,-1.6758863,5.1969414,True,7.0,LINCOLN PARK
2606097,2476471.0,LUCY'S CAFE,LUCY'S CAFE,Restaurant,Risk 1 (High),2100 W ROSCOE ST,CHICAGO,IL,60618.0,41.9432962107406,-87.6809411152511,2024-11-07,Canvass,Fail,1.0,0.0,1.0,2.6372235,-1.9249247,True,5.0,NORTH CENTER
2606096,2252378.0,"LOS CORRALES TAQUERA, INC.",LOS CORRALES TAQUERIA,Restaurant,Risk 1 (High),2881 W CERMAK RD ,CHICAGO,IL,60623.0,41.8517445471287,-87.6988232209016,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-3.3882961,4.5137053,True,30.0,SOUTH LAWNDALE
2606094,1515016.0,TARGET STORE # 1889,STARBUCKS,Restaurant,Risk 2 (Medium),1154 S CLARK ST ,CHICAGO,IL,60605.0,41.8675710154331,-87.6305864738614,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,3.8971338,-2.1338592,True,32.0,LOOP
2606091,1891826.0,STARBUCKS COFFEE #14256,STARBUCKS COFFEE #14256,Restaurant,Risk 2 (Medium),2101 W ARMITAGE AVE ,CHICAGO,IL,60647.0,41.9175936638332,-87.6802117933227,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,-1.8500168,3.1476488,True,22.0,LOGAN SQUARE
2606089,2890473.0,ARAMARK - CAFE CENTRAL,ARAMARK - CAFE CENTRAL,Restaurant,Risk 1 (High),5758 S MARYLAND AVE ,CHICAGO,IL,60637.0,41.7896118451828,-87.6050847221248,2024-11-07,Complaint,Pass,0.0,1.0,0.0,1.23169,11.164261,True,41.0,HYDE PARK
2606092,2850784.0,SODEXO AT DISCOVER CHATHAM,SODEXO AT DISCOVER CHATHAM,Restaurant,Risk 2 (Medium),8560 S COTTAGE GROVE AVE ,CHICAGO,IL,60619.0,41.7385509287133,-87.605023605204,2024-11-07,Canvass,Pass,0.0,1.0,0.0,2.490844,4.396351,True,44.0,CHATHAM
2606090,2850098.0,ERIE NEIGHBORHOOD HOUSE,ERIE NEIGHBORHOOD HOUSE,Children's Services Facility,Risk 1 (High),1634 W VAN BUREN ST ,CHICAGO,IL,60612.0,41.8764409866042,-87.6681584997695,2024-11-07,Canvass,Fail,1.0,0.0,1.0,3.2117546,-3.0360074,True,28.0,NEAR WEST SIDE
2606079,2477302.0,FFC WEST LOOP,PT FITNESS LLC,Restaurant,Risk 2 (Medium),10 S CLINTON ST,CHICAGO,IL,60661.0,41.8815588149086,-87.641331228646,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-1.8940147,2.3754184,True,28.0,NEAR WEST SIDE
2606081,2204679.0,"BETHEL NEW LIFE, INC.","BETHEL NEW LIFE, INC.",Long Term Care,Risk 1 (High),4950 W THOMAS ST ,CHICAGO,IL,60651.0,41.9005812122571,-87.7504056125097,2024-11-07,Canvass Re-Inspection,Fail,1.0,0.0,1.0,3.8533,-1.5957019,True,25.0,AUSTIN
2606084,1768710.0,LANGLEY CITGO,LANGLEY CITGO,Grocery Store,Risk 3 (Low),11101 S LANGLEY AVE,CHICAGO,IL,60628.0,41.6927251901845,-87.6058462224609,2024-11-07,Complaint,Fail,1.0,0.0,1.0,-4.2919264,0.8775627,True,50.0,PULLMAN
2606088,2993528.0,EASY DOES IT,EASY DOES IT,Liquor,Risk 2 (Medium),2352-2358 N MILWAUKEE AVE ,CHICAGO,IL,60647.0,41.9238730951471,-87.6991628536012,2024-11-07,License,Fail,1.0,0.0,1.0,4.0282,-2.4343,True,22.0,LOGAN SQUARE
2606078,2523672.0,LOOMIS CITGO INC.,LOOMIS CITGO INC.,GAS STATION,Risk 2 (Medium),1356 W 87TH ST,CHICAGO,IL,60620.0,41.7359732880763,-87.6580683786135,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,0.09838588,5.656468,True,71.0,AUBURN GRESHAM
2606075,2803116.0,PHILZ COFFEE,PHILZ COFFEE,Restaurant,Risk 2 (Medium),27 W CHICAGO AVE ,CHICAGO,IL,60654.0,41.8965513702231,-87.6293596253261,2024-11-07,Canvass,Pass,0.0,1.0,0.0,1.3799112,10.720086,True,8.0,NEAR NORTH SIDE
2606073,2631146.0,L & M FINE FOODS,L & M FINE FOODS,Grocery Store,Risk 1 (High),4361-4365 N LINCOLN AVE,CHICAGO,IL,60618.0,41.9612703620835,-87.6835889979736,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,3.3294792,-2.2407265,True,5.0,NORTH CENTER
2606072,2601569.0,XOCHIMILCO MEXICAN RESTAURANT,XOCHIMILCO MEXICAN RESTAURANT,Restaurant,Risk 1 (High),2030-2032 W MONTROSE AVE ,CHICAGO,IL,60618.0,41.9615502473356,-87.6802708260989,2024-11-07,Canvass,Pass,0.0,1.0,0.0,-1.956211,5.0672064,True,4.0,LINCOLN SQUARE
2606074,43518.0,EL MILAGRO,EL MILAGRO TAQUERIA,Restaurant,Risk 1 (High),1923 S BLUE ISLAND AVE ,CHICAGO,IL,60608.0,41.8553290916376,-87.6631479205402,2024-11-07,Canvass,Pass w/ Conditions,0.0,0.0,0.0,-1.6563841,0.82058275,True,31.0,LOWER WEST SIDE
2606069,2670432.0,STEAQUE,STEAQUE,Restaurant,Risk 1 (High),3310 N ELSTON AVE ,CHICAGO,IL,60618.0,41.9415050083718,-87.7016125606213,2024-11-07,Canvass,Pass,0.0,1.0,0.0,0.36019713,6.46816,True,21.0,AVONDALE
2606070,2708961.0,NICO'S BABY ACADEMY,NICO'S BABY ACADEMY,Daycare Above and Under 2 Years,Risk 1 (High),901 E 104TH ST ,CHICAGO,IL,60628.0,41.7055665941818,-87.6010740303265,2024-11-07,Canvass Re-Inspection,Pass,0.0,1.0,0.0,3.7725973,8.400395,True,50.0,PULLMAN
2606067,2906287.0,CHILLY.EEE PHILLY'S & BEEF'S,CHILLY.EEE PHILLY'S & BEEF'S,Restaurant,Risk 1 (High),427 N KEDZIE AVE ,CHICAGO,IL,60612.0,41.8890955921534,-87.706215030733,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-3.700544,1.0595216,True,23.0,HUMBOLDT PARK
2606065,2713354.0,FOOD ON THE RUN,FOOD ON THE RUN,Restaurant,Risk 1 (High),8036-8040 S ASHLAND AVE ,CHICAGO,IL,60620.0,41.7474222540967,-87.663508278342,2024-11-06,Canvass Re-Inspection,No Entry,0.0,0.0,0.0,-3.8229258,0.91180307,True,71.0,AUBURN GRESHAM
2606062,2997138.0,KARMA FOOD MART,KARMA FOOD MART,Grocery Store,Risk 3 (Low),343 E 79TH ST ,CHICAGO,IL,60619.0,41.750982043915,-87.6164554849679,2024-11-06,License,Pass,0.0,1.0,0.0,-1.1979645,6.9337897,True,44.0,CHATHAM
2606061,2934768.0,BABA SHAWARMA INC.,BABA SCAWARMA,Restaurant,Risk 1 (High),6404 N CALIFORNIA AVE ,CHICAGO,IL,60645.0,41.9977637602161,-87.6997957219191,2024-11-06,Canvass,Fail,1.0,0.0,1.0,0.11324705,1.6032296,True,2.0,WEST RIDGE
2606055,2983080.0,CARIBBEAN JERK PLACE II,CARIBBEAN JERK PLACE II,Restaurant,Risk 1 (High),120 W 87TH ST ,CHICAGO,IL,60620.0,41.736380201841,-87.6276992347061,2024-11-06,Complaint,Fail,1.0,0.0,1.0,-4.5948257,1.9315906,True,44.0,CHATHAM
2606052,2813544.0,JERUSALEM GRILL,JERUSALEM GRILL,Restaurant,Risk 1 (High),3142 N NARRAGANSETT AVE ,CHICAGO,IL,60634.0,41.9378011706711,-87.7860663920854,2024-11-06,Canvass,Fail,1.0,0.0,1.0,2.9281688,-2.5343387,True,19.0,BELMONT CRAGIN
2606053,1969955.0,CHICKEN WORKS AND SALAD CO.,CHICKEN WORKS AND SALAD CO.,Restaurant,Risk 1 (High),3658 W IRVING PARK RD ,CHICAGO,IL,60618.0,41.953858136734,-87.7199979868619,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,3.185993,3.0144668,True,16.0,IRVING PARK
2606047,2846196.0,CIRCLE K,CIRCLE K,Grocery Store,Risk 2 (Medium),601 N DEARBORN ST ,CHICAGO,IL,60654.0,41.8924913615036,-87.6295307322501,2024-11-06,Canvass Re-Inspection,Pass w/ Conditions,0.0,0.0,0.0,4.5635138,-2.127912,True,8.0,NEAR NORTH SIDE
2606044,2872682.0,DABOBA,DABOBA,Restaurant,Risk 2 (Medium),2142 S ARCHER AVE ,CHICAGO,IL,60616.0,41.8536128967752,-87.6335379416768,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-2.016554,3.3444853,True,34.0,ARMOUR SQUARE
2606041,2703817.0,TACOS CINCUENTA ARROBAS,TACOS CINCUENTA ARROBAS,Restaurant,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608.0,41.85045102427,-87.6587978556787,2024-11-06,License,Pass w/ Conditions,0.0,0.0,0.0,-3.9789946,0.7727124,True,31.0,LOWER WEST SIDE
2606043,2657735.0,TACO BELL CANTINA,TACO BELL CANTINA,Restaurant,Risk 2 (Medium),407 S DEARBORN ST ,CHICAGO,IL,60605.0,41.876699511547,-87.6291106650195,2024-11-06,Canvass,Pass,0.0,1.0,0.0,6.6647573,7.5971684,True,32.0,LOOP
2606039,1843207.0,STARBUCKS COFFEE #13710,STARBUCKS,Restaurant,Risk 2 (Medium),30 W ERIE ST,CHICAGO,IL,60654.0,41.8941654142628,-87.6293890277779,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-4.954436,1.8758861,True,8.0,NEAR NORTH SIDE
2606040,2835481.0,UNCLE BEN'S GRILL,UNCLE BEN'S GRILL,Restaurant,Risk 1 (High),456 N DAMEN AVE ,CHICAGO,IL,60622.0,41.8903747750325,-87.6770426760373,2024-11-06,Complaint,Pass w/ Conditions,0.0,0.0,0.0,3.1884093,-1.9970238,True,24.0,WEST TOWN
2606037,2807662.0,SEE THRU ASIAN CUISINE INC,SEE THRU ASIAN CUISINE INC,Restaurant,Risk 1 (High),5656 W ROOSEVELT RD ,CHICAGO,IL,60644.0,41.8656751423645,-87.7666258466776,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,2.883763,10.466322,True,25.0,AUSTIN
2606033,2157141.0,PORT & PARK BISTRO AND BAR,PORT & PARK BISTRO AND BAR,Restaurant,Risk 1 (High),4000-4006 N SOUTHPORT AVE ,CHICAGO,IL,60613.0,41.9543996228455,-87.6643630945451,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-1.0063378,5.04197,True,6.0,LAKE VIEW
2606034,2802770.0,DUNKIN DONUTS,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),133 W 87TH ST ,CHICAGO,IL,60620.0,41.7361527524853,-87.6279695727369,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,1.8874207,4.112789,True,44.0,CHATHAM
2606030,2676997.0,LAWRENE FISH MARKET,LAWRENCE FISH MARKET,Restaurant,Risk 1 (High),3920 W LAWRENCE AVE,CHICAGO,IL,60625.0,41.9683663954494,-87.7265020683168,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-4.403885,2.0916069,True,14.0,ALBANY PARK
2606035,2906864.0,TE'AMO BOBA BAR,TE'AMO,Restaurant,Risk 2 (Medium),36 S Michigan ,CHICAGO,IL,60603.0,41.8812267093739,-87.6244889863518,2024-11-06,Canvass,Pass,0.0,1.0,0.0,-1.3459435,5.104368,True,32.0,LOOP
2606032,68669.0,NEW PUNJAB SWEET,NEW PUNJAB SWEET,Restaurant,Risk 1 (High),6411 N WESTERN AVE ,CHICAGO,IL,60645.0,41.9981045776455,-87.6897480193721,2024-11-06,Canvass,Fail,1.0,0.0,1.0,1.3041861,-3.534897,True,2.0,WEST RIDGE
2606029,2359976.0,ROSELAND COMMUNITY GOOD NEWS DAY CARE CORP.,ROSELAND COMMUNITY GOOD NEWS DAY CARE CORP,Daycare Above and Under 2 Years,Risk 1 (High),212 W 113TH ST ,CHICAGO,IL,60628.0,41.688997193708,-87.6283275937958,2024-11-06,Canvass,Pass,0.0,1.0,0.0,2.0800946,13.987965,True,49.0,ROSELAND
2606025,8550.0,SUPERMERCADO CUAUHTEMOC INC,SUPERMERCADO CUAUHTEMOC INC,Grocery Store,Risk 1 (High),2502-2506 S KEDZIE AVE,CHICAGO,IL,60623.0,41.8461850649061,-87.7052374842698,2024-11-06,Canvass,Pass w/ Conditions,0.0,0.0,0.0,3.3808305,-1.9682475,True,30.0,SOUTH LAWNDALE
2606024,2997252.0,ANDINA COMFORT FOOD,ANDINA COMFORT FOOD,Restaurant,Risk 1 (High),2325 W TAYLOR ST ,CHICAGO,IL,60612.0,41.8688869842882,-87.6846560283643,2024-11-06,License,Pass w/ Conditions,0.0,0.0,0.0,2.349089,1.6980425,True,28.0,NEAR WEST SIDE
2606022,2872684.0,ELEVATION 46 CAFE,ELEVATION 46 CAFE,Restaurant,Risk 2 (Medium),311 S WACKER DR ,CHICAGO,IL,60606.0,41.8777916481044,-87.6365243444353,2024-11-06,Canvass,Pass,0.0,1.0,0.0,-3.4014432,4.486345,True,32.0,LOOP
2606023,2996989.0,WALDO COONEY'S PIZZA,WALDO COONEY'S PIZZA,Restaurant,Risk 1 (High),2640 W 51ST ST ,CHICAGO,IL,60632.0,41.8011535984858,-87.6907407136006,2024-11-06,License,Pass,0.0,1.0,0.0,-1.324832,7.295645,True,63.0,GAGE PARK
2606020,2215943.0,WEST AUSTIN DEVELOPMENT CENTER,WEST AUSTIN DEVELOPMENT CENTER,Daycare Above and Under 2 Years,Risk 1 (High),4920 W MADISON ST,CHICAGO,IL,60644.0,41.880563637564,-87.7486136693337,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-4.4797573,1.3775573,True,25.0,AUSTIN
2606016,2683783.0,AMAZON GO,AMAZON GO,Grocery Store,Risk 2 (Medium),222 W MERCHANDISE MART PLZ ,CHICAGO,IL,60654.0,41.8880742810662,-87.6349552029274,2024-11-06,Canvass,Pass,0.0,1.0,0.0,0.81261873,10.7782955,True,8.0,NEAR NORTH SIDE
2606019,2956392.0,TONY'S FAMOUS STEAK & LEMONADE,TONY'S FAMOUS STEAK & LEMONADE,Restaurant,Risk 1 (High),1642 W 79TH ST ,CHICAGO,IL,60620.0,41.7504418274665,-87.6651338648033,2024-11-06,Canvass Re-Inspection,Fail,1.0,0.0,1.0,-0.61728865,6.222976,True,71.0,AUBURN GRESHAM
2606014,2327431.0,"DURANGO BAKERY 1, INC.","DURANGO BAKERY 1, INC.",Bakery,Risk 2 (Medium),3554 W LAWRENCE AVE ,CHICAGO,IL,60625.0,41.9684614608138,-87.7180396549199,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,2.1111047,14.024496,True,14.0,ALBANY PARK
2606012,1492714.0,DUNKIN BASKIN,DUNKIN DONUTS BASKIN ROBBINS,Restaurant,Risk 1 (High),2247 N MILWAUKEE AVE B,CHICAGO,IL,60647.0,41.9216965745786,-87.6951526762233,2024-11-06,Canvass,Pass,0.0,1.0,0.0,3.5247273,7.2853737,True,22.0,LOGAN SQUARE
2606013,1766122.0,ROOM FORTY THREE,ROOM FORTY THREE,Restaurant,Risk 2 (Medium),1041-1043 E 43RD ST ,CHICAGO,IL,60653.0,41.8167786856463,-87.6002563448335,2024-11-06,Canvass,Pass,0.0,1.0,0.0,-2.325793,6.298532,True,39.0,KENWOOD
2606015,1515706.0,WING CHEONG GROCERY INC,WING CHEONG GROCERY INC,Grocery Store,Risk 2 (Medium),2317 S WENTWORTH AVE,CHICAGO,IL,60616.0,41.8504684838027,-87.6318159123554,2024-11-06,Canvass,Fail,1.0,0.0,1.0,1.3634524,-3.4290493,True,34.0,ARMOUR SQUARE
2606006,2246679.0,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN DONUTS/BASKIN ROBBINS,Restaurant,Risk 2 (Medium),1651 N WESTERN AVE ,CHICAGO,IL,60647.0,41.9117283681017,-87.6871108818446,2024-11-06,Canvass,Pass,0.0,1.0,0.0,-1.9609666,5.997004,True,24.0,WEST TOWN
2606011,2827842.0,HEALTHY LG NUTRITION,HEALTHY LG NUTRITION,Grocery Store,Risk 2 (Medium),1459 W 47TH ST ,CHICAGO,IL,60609.0,41.8085277930439,-87.6624703416028,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,2.788225,9.85789,True,61.0,NEW CITY
2606005,2215988.0,GRANNY'S DAYCARE CENTER,GRANNY'S DAYCARE CENTER,Children's Services Facility,Risk 1 (High),157 W 119TH ST,CHICAGO,IL,60628.0,41.677862591235,-87.6274010069214,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-5.261185,2.1080675,True,53.0,WEST PULLMAN
2606000,2647666.0,CRUSHED PIZZERIA,CRUSHED PIZZERIA,Restaurant,Risk 1 (High),1607 W MONTROSE AVE ,CHICAGO,IL,60613.0,41.9614770150017,-87.6695710298029,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-0.26201102,5.2469416,True,6.0,LAKE VIEW
2606003,2831384.0,FAIRGROUNDS UOFC,FAIRGROUNDS,Restaurant,Risk 2 (Medium),5500 S UNIVERSITY AVE ,CHICAGO,IL,60637.0,41.7950077275162,-87.5982795008191,2024-11-06,Canvass,Pass w/ Conditions,0.0,0.0,0.0,3.5170896,-1.6429383,True,41.0,HYDE PARK
2606004,2835037.0,DAILY GRIND,DAILY GRIND,Restaurant,Risk 2 (Medium),122 S MICHIGAN AVE ,CHICAGO,IL,60603.0,41.8802633721846,-87.624504980387,2024-11-06,Canvass,Pass,0.0,1.0,0.0,-2.5119529,6.3598156,True,32.0,LOOP
2606002,2997031.0,WESTERN FOOD MART,EMPIRE FOOD MART,Grocery Store,Risk 3 (Low),7052 S WESTERN AVE ,CHICAGO,IL,60636.0,41.7649594967238,-87.6833957006477,2024-11-06,License,Fail,1.0,0.0,1.0,-5.5948377,1.7492124,True,66.0,CHICAGO LAWN
2605998,2384976.0,MC DONALDS RESTAURANT,McDONALD'S,Restaurant,Risk 2 (Medium),3122 W TOUHY AVE ,CHICAGO,IL,60645.0,42.011998577874,-87.7077027456968,2024-11-06,Canvass,Pass w/ Conditions,0.0,0.0,0.0,4.4708495,-1.9843074,True,2.0,WEST RIDGE
2606001,1595448.0,DEPAUL UNIVERSITY LOOP CAMPUS BOOKSTORE #085,BARNS AND NOBLE CAFE,Restaurant,Risk 2 (Medium),1 E JACKSON BLVD ,CHICAGO,IL,60604.0,41.8781101564999,-87.6275345459695,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-5.946944,0.8555451,True,32.0,LOOP
2605997,2428063.0,"SUSHI AVENUE, INC.",SUSHI COUNTER AT FRESH THYME FARMERS MARKET,Grocery Store,Risk 1 (High),2500 N ELSTON AVE ,CHICAGO,IL,60647.0,41.9269309588488,-87.6804079040704,2024-11-06,Canvass,Pass,0.0,1.0,0.0,2.0557108,13.950918,True,22.0,LOGAN SQUARE
2605995,2835421.0,DUNKIN DONUTS,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),1465 W 95TH ST ,CHICAGO,IL,60643.0,41.7211342825789,-87.6601915551695,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-1.2523085,5.6807036,True,73.0,WASHINGTON HEIGHTS
2605999,1909538.0,HALF MOON EMPANADAS,HALF MOON EMPANADAS(T3 ROTUNDA),Restaurant,Risk 2 (Medium),11601 W TOUHY ,CHICAGO,IL,60666.0,42.008750765998,-87.9068741340011,2024-11-06,Canvass,Pass,0.0,1.0,0.0,-2.2828193,5.14872,True,76.0,OHARE
2605993,1382540.0,M & A BAKERY,CHOCO ROLL,Bakery,Risk 1 (High),1527 W LAWRENCE AVE,CHICAGO,IL,60640.0,41.9687727942814,-87.6686244081723,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,6.629292,7.6287875,True,3.0,UPTOWN
2605992,1884292.0,SUBWAY SANDWICH,SUBWAY (T3 ROTUNDA),Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666.0,42.008750765998,-87.9068741340011,2024-11-06,Canvass,Pass,0.0,1.0,0.0,0.6633316,10.507182,True,76.0,OHARE
2605996,2943871.0,DEL REFUGIO BAKERY,DEL REFUGIO BAKERY,Bakery,Risk 2 (Medium),5005 S ASHLAND AVE ,CHICAGO,IL,60609.0,41.8029387144498,-87.6646718827739,2024-11-06,Canvass Re-Inspection,Pass,0.0,1.0,0.0,-2.7634382,3.041794,True,61.0,NEW CITY
2606010,2124413.0,MINI  AZTECA,MINI  AZTECA,Grocery Store,Risk 1 (High),6924 N CLARK ST ,CHICAGO,IL,60626.0,42.0073311926301,-87.6737246511649,2024-11-06,Canvass,Fail,1.0,0.0,1.0,-3.1380312,1.177458,True,1.0,ROGERS PARK
